Plot,Ind.,pct_brown,dead_limbs,total_limbs,char_ht_cm,ht2_cm,tree_id,pct_dead_limbs,water_trt,veg_trt,alive,dead,survival,probe_ht,avg_max_temp,avg_s_abv_100,avg_heat_flux100,Treatment,avg_dry_wt,avg_fuel_moisture,avg_fuel_ht_cm,avg_litter_depth_cm,avg_flameht_cm
25,P,60,0,1,50,88,92,0,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,Q,5,0,13,52,395,93,0,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,Q,5,0,13,52,395,93,0,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,Q,5,0,13,52,395,93,0,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
26,B,1,3,13,51,304,94,23.076923076923077,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,B,1,3,13,51,304,94,23.076923076923077,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,B,1,3,13,51,304,94,23.076923076923077,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,G,20,2,7,67,201,95,28.571428571428573,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,G,20,2,7,67,201,95,28.571428571428573,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,G,20,2,7,67,201,95,28.571428571428573,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,H,40,0,1,10,19,96,0,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,H,40,0,1,10,19,96,0,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,H,40,0,1,10,19,96,0,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,L,30,0,1,10,10,97,0,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,L,30,0,1,10,10,97,0,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,L,30,0,1,10,10,97,0,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,N,5,1,5,64,245,98,20,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,N,5,1,5,64,245,98,20,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,N,5,1,5,64,245,98,20,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,Q,50,0,1,70,93,99,0,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,Q,50,0,1,70,93,99,0,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,Q,50,0,1,70,93,99,0,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,R,3,0,10,74,399,100,0,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,R,3,0,10,74,399,100,0,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,R,3,0,10,74,399,100,0,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,S,2,2,15,49,426,101,13.333333333333334,Ambient,Reference,1,0,1,50cm,180.47400000000002,47.333333333333336,6780.25,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,S,2,2,15,49,426,101,13.333333333333334,Ambient,Reference,1,0,1,25cm,283.5213333333333,69,13172.76,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
26,S,2,2,15,49,426,101,13.333333333333334,Ambient,Reference,1,0,1,0cm,442.038,89,23434.24,AN,26.669999999999998,39.21951938388072,31.22222222222222,1.8333333333333333,27.333333333333332
28,B,45,2,11,165,314,102,18.181818181818183,Ambient,Invaded,1,0,1,50cm,460.5806666666667,96.33333333333333,22609.316666666666,AC,73.42333333333333,16.107304884382305,27.11111111111111,1.0555555555555556,155.33333333333334
28,B,45,2,11,165,314,102,18.181818181818183,Ambient,Invaded,1,0,1,25cm,588.6073333333334,99.66666666666667,26583.503333333334,AC,73.42333333333333,16.107304884382305,27.11111111111111,1.0555555555555556,155.33333333333334
28,B,45,2,11,165,314,102,18.181818181818183,Ambient,Invaded,1,0,1,0cm,595.1313333333334,87.33333333333333,27021.936666666665,AC,73.42333333333333,16.107304884382305,27.11111111111111,1.0555555555555556,155.33333333333334
29,B,40,1,19,427,635,103,5.2631578947368425,Ambient,Invaded,1,0,1,50cm,596.6746666666667,105.33333333333333,31351,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,B,40,1,19,427,635,103,5.2631578947368425,Ambient,Invaded,1,0,1,25cm,676.2786666666667,113,34712,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,B,40,1,19,427,635,103,5.2631578947368425,Ambient,Invaded,1,0,1,0cm,560.7626666666666,114.66666666666667,32909.03333333333,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,C,80,15,28,417,623,104,53.57142857142857,Ambient,Invaded,1,0,1,50cm,596.6746666666667,105.33333333333333,31351,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,C,80,15,28,417,623,104,53.57142857142857,Ambient,Invaded,1,0,1,25cm,676.2786666666667,113,34712,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,C,80,15,28,417,623,104,53.57142857142857,Ambient,Invaded,1,0,1,0cm,560.7626666666666,114.66666666666667,32909.03333333333,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,L,80,6,13,264,502,105,46.15384615384615,Ambient,Invaded,1,0,1,50cm,596.6746666666667,105.33333333333333,31351,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,L,80,6,13,264,502,105,46.15384615384615,Ambient,Invaded,1,0,1,25cm,676.2786666666667,113,34712,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,L,80,6,13,264,502,105,46.15384615384615,Ambient,Invaded,1,0,1,0cm,560.7626666666666,114.66666666666667,32909.03333333333,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,N,60,6,11,323,555,106,54.54545454545455,Ambient,Invaded,1,0,1,50cm,596.6746666666667,105.33333333333333,31351,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,N,60,6,11,323,555,106,54.54545454545455,Ambient,Invaded,1,0,1,25cm,676.2786666666667,113,34712,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,N,60,6,11,323,555,106,54.54545454545455,Ambient,Invaded,1,0,1,0cm,560.7626666666666,114.66666666666667,32909.03333333333,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,O,90,4,8,209,378,107,50,Ambient,Invaded,1,0,1,50cm,596.6746666666667,105.33333333333333,31351,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,O,90,4,8,209,378,107,50,Ambient,Invaded,1,0,1,25cm,676.2786666666667,113,34712,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
29,O,90,4,8,209,378,107,50,Ambient,Invaded,1,0,1,0cm,560.7626666666666,114.66666666666667,32909.03333333333,AC,79.10333333333334,17.874109121814598,43.44444444444444,2.6666666666666665,198.16666666666666
30,A,90,3,5,143,310,108,60,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,A,90,3,5,143,310,108,60,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,A,90,3,5,143,310,108,60,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,B,15,1,23,263,581,109,4.3478260869565215,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,B,15,1,23,263,581,109,4.3478260869565215,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,B,15,1,23,263,581,109,4.3478260869565215,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,C,95,7,9,212,259,110,77.77777777777777,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,C,95,7,9,212,259,110,77.77777777777777,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,C,95,7,9,212,259,110,77.77777777777777,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,D,85,5,15,219,393,111,33.333333333333336,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,D,85,5,15,219,393,111,33.333333333333336,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,D,85,5,15,219,393,111,33.333333333333336,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,E,100,2,2,148,174,112,100,Drought,Invaded,0,1,0,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,E,100,2,2,148,174,112,100,Drought,Invaded,0,1,0,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,E,100,2,2,148,174,112,100,Drought,Invaded,0,1,0,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,J,80,9,25,220,654,113,36,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,J,80,9,25,220,654,113,36,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,J,80,9,25,220,654,113,36,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,K,60,4,11,182,521,114,36.36363636363637,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,K,60,4,11,182,521,114,36.36363636363637,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,K,60,4,11,182,521,114,36.36363636363637,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,L,40,4,11,198,434,115,36.36363636363637,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,L,40,4,11,198,434,115,36.36363636363637,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,L,40,4,11,198,434,115,36.36363636363637,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,P,90,4,4,100,243,116,100,Drought,Invaded,0,1,0,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,P,90,4,4,100,243,116,100,Drought,Invaded,0,1,0,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,P,90,4,4,100,243,116,100,Drought,Invaded,0,1,0,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,S,70,8,14,227,486,117,57.142857142857146,Drought,Invaded,1,0,1,50cm,504.06466666666665,138.33333333333334,34029.323333333334,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,S,70,8,14,227,486,117,57.142857142857146,Drought,Invaded,1,0,1,25cm,678.2166666666667,157,47175.886666666665,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
30,S,70,8,14,227,486,117,57.142857142857146,Drought,Invaded,1,0,1,0cm,728.8386666666667,205,62003.14333333333,DC,68.18666666666667,15.070758256353635,22.666666666666668,8.777777777777779,208.83333333333334
31,A,30,4,6,65,180,118,66.66666666666667,Ambient,Reference,1,0,1,50cm,297.36333333333334,91.66666666666667,17223.226666666666,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,A,30,4,6,65,180,118,66.66666666666667,Ambient,Reference,1,0,1,25cm,467.13533333333334,80,20014.370000000003,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,A,30,4,6,65,180,118,66.66666666666667,Ambient,Reference,1,0,1,0cm,600.4200000000001,132,39742.65,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,B,15,1,14,74,145,119,7.142857142857143,Ambient,Reference,1,0,1,50cm,297.36333333333334,91.66666666666667,17223.226666666666,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,B,15,1,14,74,145,119,7.142857142857143,Ambient,Reference,1,0,1,25cm,467.13533333333334,80,20014.370000000003,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,B,15,1,14,74,145,119,7.142857142857143,Ambient,Reference,1,0,1,0cm,600.4200000000001,132,39742.65,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,C,10,1,18,93,464,120,5.555555555555555,Ambient,Reference,1,0,1,50cm,297.36333333333334,91.66666666666667,17223.226666666666,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,C,10,1,18,93,464,120,5.555555555555555,Ambient,Reference,1,0,1,25cm,467.13533333333334,80,20014.370000000003,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,C,10,1,18,93,464,120,5.555555555555555,Ambient,Reference,1,0,1,0cm,600.4200000000001,132,39742.65,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,R,15,2,11,96,350,121,18.181818181818183,Ambient,Reference,1,0,1,50cm,297.36333333333334,91.66666666666667,17223.226666666666,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,R,15,2,11,96,350,121,18.181818181818183,Ambient,Reference,1,0,1,25cm,467.13533333333334,80,20014.370000000003,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
31,R,15,2,11,96,350,121,18.181818181818183,Ambient,Reference,1,0,1,0cm,600.4200000000001,132,39742.65,AN,47.66,18.614763948097075,26,2.6666666666666665,47.833333333333336
32,R,75,0,2,42,119,122,0,Drought,Reference,1,0,1,50cm,105.114,18.5,2123.7799999999997,DN,31.37,28.03981149990255,54.333333333333336,0.7777777777777778,4.333333333333333
32,R,75,0,2,42,119,122,0,Drought,Reference,1,0,1,25cm,138.51733333333334,65.5,10507.925,DN,31.37,28.03981149990255,54.333333333333336,0.7777777777777778,4.333333333333333
32,R,75,0,2,42,119,122,0,Drought,Reference,1,0,1,0cm,316.47999999999996,73.33333333333333,15807.286666666665,DN,31.37,28.03981149990255,54.333333333333336,0.7777777777777778,4.333333333333333
33,L,95,4,4,170,336,123,100,Drought,Invaded,0,1,0,50cm,641.5573333333333,103.66666666666667,31802.373333333333,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,L,95,4,4,170,336,123,100,Drought,Invaded,0,1,0,25cm,721.2940000000001,87.5,33977.16,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,L,95,4,4,170,336,123,100,Drought,Invaded,0,1,0,0cm,738.2366666666667,109,39500.7,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,P,60,3,7,164,340,124,42.857142857142854,Drought,Invaded,1,0,1,50cm,641.5573333333333,103.66666666666667,31802.373333333333,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,P,60,3,7,164,340,124,42.857142857142854,Drought,Invaded,1,0,1,25cm,721.2940000000001,87.5,33977.16,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,P,60,3,7,164,340,124,42.857142857142854,Drought,Invaded,1,0,1,0cm,738.2366666666667,109,39500.7,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,Q,100,1,1,109,147,125,100,Drought,Invaded,0,1,0,50cm,641.5573333333333,103.66666666666667,31802.373333333333,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,Q,100,1,1,109,147,125,100,Drought,Invaded,0,1,0,25cm,721.2940000000001,87.5,33977.16,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,Q,100,1,1,109,147,125,100,Drought,Invaded,0,1,0,0cm,738.2366666666667,109,39500.7,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,T,100,1,1,62,62,126,100,Drought,Invaded,0,1,0,50cm,641.5573333333333,103.66666666666667,31802.373333333333,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,T,100,1,1,62,62,126,100,Drought,Invaded,0,1,0,25cm,721.2940000000001,87.5,33977.16,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
33,T,100,1,1,62,62,126,100,Drought,Invaded,0,1,0,0cm,738.2366666666667,109,39500.7,DC,62.07333333333333,27.11567467090602,60.55555555555556,1.1666666666666667,175.5
34,C,15,0,14,79,486,127,0,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,C,15,0,14,79,486,127,0,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,C,15,0,14,79,486,127,0,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,I,50,0,1,18,33,128,0,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,I,50,0,1,18,33,128,0,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,I,50,0,1,18,33,128,0,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,J,60,2,8,104,370,129,25,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,J,60,2,8,104,370,129,25,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,J,60,2,8,104,370,129,25,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,N,70,4,22,102,574,130,18.181818181818183,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,N,70,4,22,102,574,130,18.181818181818183,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,N,70,4,22,102,574,130,18.181818181818183,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,O,90,0,1,120,177,131,0,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,O,90,0,1,120,177,131,0,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,O,90,0,1,120,177,131,0,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,P,20,1,13,115,494,132,7.6923076923076925,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,P,20,1,13,115,494,132,7.6923076923076925,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,P,20,1,13,115,494,132,7.6923076923076925,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,Q,50,3,19,99,568,133,15.789473684210526,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,Q,50,3,19,99,568,133,15.789473684210526,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,Q,50,3,19,99,568,133,15.789473684210526,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,S,30,3,21,110,539,134,14.285714285714286,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,S,30,3,21,110,539,134,14.285714285714286,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,S,30,3,21,110,539,134,14.285714285714286,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,T,30,3,14,105,498,135,21.428571428571427,Ambient,Reference,1,0,1,50cm,182.17333333333335,66.33333333333333,12079.869999999999,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,T,30,3,14,105,498,135,21.428571428571427,Ambient,Reference,1,0,1,25cm,170.978,97.5,12553.92,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
34,T,30,3,14,105,498,135,21.428571428571427,Ambient,Reference,1,0,1,0cm,621.9933333333333,130.66666666666666,46149.58,AN,52.99333333333333,19.440944758704905,13.88888888888889,5.166666666666667,37.833333333333336
35,S,75,8,15,143,277,136,53.333333333333336,Drought,Reference,1,0,1,50cm,355.93066666666664,74.66666666666667,15731.573333333334,DN,88.24,15.367669922466675,31,1.1111111111111112,106.33333333333333
35,S,75,8,15,143,277,136,53.333333333333336,Drought,Reference,1,0,1,25cm,433.616,82,19833.89,DN,88.24,15.367669922466675,31,1.1111111111111112,106.33333333333333
35,S,75,8,15,143,277,136,53.333333333333336,Drought,Reference,1,0,1,0cm,629.024,97.66666666666667,33149.35333333333,DN,88.24,15.367669922466675,31,1.1111111111111112,106.33333333333333
37,A,50,0,6,95,416,137,0,Ambient,Reference,1,0,1,50cm,256.3593333333333,101.33333333333333,16730.146666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,A,50,0,6,95,416,137,0,Ambient,Reference,1,0,1,25cm,328.192,115.5,22037.765,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
37,A,50,0,6,95,416,137,0,Ambient,Reference,1,0,1,0cm,426.06333333333333,88.66666666666667,19528.376666666667,AN,43.71333333333333,20.929932408641097,25.22222222222222,6,60.333333333333336
