Plot,Ind.,pct_brown,dead_limbs,total_limbs,char_ht_cm,ht2_cm,tree_id,pct_dead_limbs,water_trt,veg_trt,alive,dead,survival,probe_ht,avg_max_temp,avg_s_abv_100,avg_heat_flux100,Treatment,avg_dry_wt,avg_fuel_moisture,avg_fuel_ht_cm,avg_litter_depth_cm,avg_flameht_cm
17,P,15,3,10,108,434,44,30,Drought,Reference,1,0,1,0cm,537.958,154.66666666666666,41153.596666666665,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,Q,20,0,1,6,242,45,0,Drought,Reference,1,0,1,50cm,347.9546666666667,95,18940.5,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,Q,20,0,1,6,242,45,0,Drought,Reference,1,0,1,25cm,584.3066666666667,105,32003.06333333333,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,Q,20,0,1,6,242,45,0,Drought,Reference,1,0,1,0cm,537.958,154.66666666666666,41153.596666666665,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,S,25,3,7,163,337,46,42.857142857142854,Drought,Reference,1,0,1,50cm,347.9546666666667,95,18940.5,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,S,25,3,7,163,337,46,42.857142857142854,Drought,Reference,1,0,1,25cm,584.3066666666667,105,32003.06333333333,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,S,25,3,7,163,337,46,42.857142857142854,Drought,Reference,1,0,1,0cm,537.958,154.66666666666666,41153.596666666665,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,T,20,5,17,105,565,47,29.41176470588235,Drought,Reference,1,0,1,50cm,347.9546666666667,95,18940.5,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,T,20,5,17,105,565,47,29.41176470588235,Drought,Reference,1,0,1,25cm,584.3066666666667,105,32003.06333333333,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
17,T,20,5,17,105,565,47,29.41176470588235,Drought,Reference,1,0,1,0cm,537.958,154.66666666666666,41153.596666666665,DN,57.00666666666667,12.295037002540003,10.11111111111111,5.444444444444445,68
18,A,98,1,1,40,40,48,100,Ambient,Reference,0,1,0,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,A,98,1,1,40,40,48,100,Ambient,Reference,0,1,0,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,A,98,1,1,40,40,48,100,Ambient,Reference,0,1,0,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,B,5,0,15,155,630,49,0,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,B,5,0,15,155,630,49,0,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,B,5,0,15,155,630,49,0,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,F,75,1,3,135,197,50,33.333333333333336,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,F,75,1,3,135,197,50,33.333333333333336,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,F,75,1,3,135,197,50,33.333333333333336,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,G,25,5,20,152,593,51,25,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,G,25,5,20,152,593,51,25,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,G,25,5,20,152,593,51,25,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,H,35,3,15,112,598,52,20,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,H,35,3,15,112,598,52,20,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,H,35,3,15,112,598,52,20,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,M,15,0,1,91,175,53,0,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,M,15,0,1,91,175,53,0,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,M,15,0,1,91,175,53,0,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,O,50,3,13,126,523,54,23.076923076923077,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,O,50,3,13,126,523,54,23.076923076923077,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,O,50,3,13,126,523,54,23.076923076923077,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,P,15,3,14,115,554,55,21.428571428571427,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,P,15,3,14,115,554,55,21.428571428571427,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,P,15,3,14,115,554,55,21.428571428571427,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,R,100,1,1,17,17,56,100,Ambient,Reference,0,1,0,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,R,100,1,1,17,17,56,100,Ambient,Reference,0,1,0,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,R,100,1,1,17,17,56,100,Ambient,Reference,0,1,0,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,S,35,5,13,144,500,57,38.46153846153846,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,S,35,5,13,144,500,57,38.46153846153846,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,S,35,5,13,144,500,57,38.46153846153846,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,T,30,3,12,139,424,58,25,Ambient,Reference,1,0,1,50cm,299.204,71.66666666666667,13800.67,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,T,30,3,12,139,424,58,25,Ambient,Reference,1,0,1,25cm,344.17466666666667,85.33333333333333,18867.70333333333,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
18,T,30,3,12,139,424,58,25,Ambient,Reference,1,0,1,0cm,437.0666666666667,92,24491.613333333335,AN,44.64,23.54157488551165,13.11111111111111,3.4444444444444446,65.66666666666667
19,A,95,1,3,208,299,59,33.333333333333336,Drought,Invaded,1,0,1,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,A,95,1,3,208,299,59,33.333333333333336,Drought,Invaded,1,0,1,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,A,95,1,3,208,299,59,33.333333333333336,Drought,Invaded,1,0,1,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,B,99,5,5,173,259,60,100,Drought,Invaded,0,1,0,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,B,99,5,5,173,259,60,100,Drought,Invaded,0,1,0,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,B,99,5,5,173,259,60,100,Drought,Invaded,0,1,0,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,C,60,5,9,163,296,61,55.55555555555556,Drought,Invaded,1,0,1,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,C,60,5,9,163,296,61,55.55555555555556,Drought,Invaded,1,0,1,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,C,60,5,9,163,296,61,55.55555555555556,Drought,Invaded,1,0,1,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,D,10,0,4,177,369,62,0,Drought,Invaded,1,0,1,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,D,10,0,4,177,369,62,0,Drought,Invaded,1,0,1,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,D,10,0,4,177,369,62,0,Drought,Invaded,1,0,1,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,F,100,1,1,136,142,63,100,Drought,Invaded,0,1,0,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,F,100,1,1,136,142,63,100,Drought,Invaded,0,1,0,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,F,100,1,1,136,142,63,100,Drought,Invaded,0,1,0,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,K,10,2,7,189,354,64,28.571428571428573,Drought,Invaded,1,0,1,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,K,10,2,7,189,354,64,28.571428571428573,Drought,Invaded,1,0,1,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,K,10,2,7,189,354,64,28.571428571428573,Drought,Invaded,1,0,1,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,P,70,3,6,178,286,65,50,Drought,Invaded,1,0,1,50cm,660.8213333333333,116,37874.21,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,P,70,3,6,178,286,65,50,Drought,Invaded,1,0,1,25cm,449.71999999999997,140.5,46368.65,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
19,P,70,3,6,178,286,65,50,Drought,Invaded,1,0,1,0cm,382.56466666666665,62.333333333333336,18859.876666666667,DC,65.80666666666667,18.27208244820558,41,4.111111111111111,155.16666666666666
21,D,85,5,10,275,490,66,50,Ambient,Invaded,1,0,1,50cm,827.3666666666667,81.33333333333333,32880.14333333333,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,D,85,5,10,275,490,66,50,Ambient,Invaded,1,0,1,25cm,774.8546666666666,84.66666666666667,33888.31333333333,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,D,85,5,10,275,490,66,50,Ambient,Invaded,1,0,1,0cm,684.1093333333333,96.66666666666667,31278.486666666664,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,F,75,3,14,350,663,67,21.428571428571427,Ambient,Invaded,1,0,1,50cm,827.3666666666667,81.33333333333333,32880.14333333333,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,F,75,3,14,350,663,67,21.428571428571427,Ambient,Invaded,1,0,1,25cm,774.8546666666666,84.66666666666667,33888.31333333333,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,F,75,3,14,350,663,67,21.428571428571427,Ambient,Invaded,1,0,1,0cm,684.1093333333333,96.66666666666667,31278.486666666664,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,T,95,6,12,330,474,68,50,Ambient,Invaded,1,0,1,50cm,827.3666666666667,81.33333333333333,32880.14333333333,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,T,95,6,12,330,474,68,50,Ambient,Invaded,1,0,1,25cm,774.8546666666666,84.66666666666667,33888.31333333333,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
21,T,95,6,12,330,474,68,50,Ambient,Invaded,1,0,1,0cm,684.1093333333333,96.66666666666667,31278.486666666664,AC,84.04,13.364733031268205,44.111111111111114,2.3333333333333335,275.1666666666667
22,C,40,4,27,240,610,69,14.814814814814815,Drought,Invaded,1,0,1,50cm,687.6166666666667,108,33479.96333333333,DC,98.61333333333333,17.702659376779668,54.88888888888889,3,211.16666666666666
22,C,40,4,27,240,610,69,14.814814814814815,Drought,Invaded,1,0,1,25cm,809.6113333333333,99.33333333333333,34155.53333333333,DC,98.61333333333333,17.702659376779668,54.88888888888889,3,211.16666666666666
22,C,40,4,27,240,610,69,14.814814814814815,Drought,Invaded,1,0,1,0cm,761.9713333333333,111.33333333333333,34996.86,DC,98.61333333333333,17.702659376779668,54.88888888888889,3,211.16666666666666
22,F,100,1,1,82,82,70,100,Drought,Invaded,0,1,0,50cm,687.6166666666667,108,33479.96333333333,DC,98.61333333333333,17.702659376779668,54.88888888888889,3,211.16666666666666
22,F,100,1,1,82,82,70,100,Drought,Invaded,0,1,0,25cm,809.6113333333333,99.33333333333333,34155.53333333333,DC,98.61333333333333,17.702659376779668,54.88888888888889,3,211.16666666666666
22,F,100,1,1,82,82,70,100,Drought,Invaded,0,1,0,0cm,761.9713333333333,111.33333333333333,34996.86,DC,98.61333333333333,17.702659376779668,54.88888888888889,3,211.16666666666666
23,B,15,3,19,139,572,71,15.789473684210526,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,B,15,3,19,139,572,71,15.789473684210526,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,B,15,3,19,139,572,71,15.789473684210526,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,C,40,1,6,106,401,72,16.666666666666668,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,C,40,1,6,106,401,72,16.666666666666668,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,C,40,1,6,106,401,72,16.666666666666668,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,E,99,1,1,54,64,73,100,Ambient,Reference,0,1,0,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,E,99,1,1,54,64,73,100,Ambient,Reference,0,1,0,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,E,99,1,1,54,64,73,100,Ambient,Reference,0,1,0,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,G,20,2,10,115,445,74,20,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,G,20,2,10,115,445,74,20,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,G,20,2,10,115,445,74,20,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,H,15,0,10,107,610,75,0,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,H,15,0,10,107,610,75,0,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,H,15,0,10,107,610,75,0,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,I,100,1,1,22,22,76,100,Ambient,Reference,0,1,0,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,I,100,1,1,22,22,76,100,Ambient,Reference,0,1,0,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,I,100,1,1,22,22,76,100,Ambient,Reference,0,1,0,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,J,99,0,1,22,50,77,0,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,J,99,0,1,22,50,77,0,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,J,99,0,1,22,50,77,0,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,M,50,0,1,55,142,78,0,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,M,50,0,1,55,142,78,0,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,M,50,0,1,55,142,78,0,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,N,50,3,8,138,354,79,37.5,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,N,50,3,8,138,354,79,37.5,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,N,50,3,8,138,354,79,37.5,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,O,100,1,1,33,62,80,100,Ambient,Reference,0,1,0,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,O,100,1,1,33,62,80,100,Ambient,Reference,0,1,0,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,O,100,1,1,33,62,80,100,Ambient,Reference,0,1,0,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,Q,50,0,1,18,61,81,0,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,Q,50,0,1,18,61,81,0,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,Q,50,0,1,18,61,81,0,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,R,95,0,1,14,20,82,0,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,R,95,0,1,14,20,82,0,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,R,95,0,1,14,20,82,0,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,T,70,0,1,18,71,83,0,Ambient,Reference,1,0,1,50cm,230.032,86,14744.723333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,T,70,0,1,18,71,83,0,Ambient,Reference,1,0,1,25cm,546.1106666666667,110.33333333333333,36000.21333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
23,T,70,0,1,18,71,83,0,Ambient,Reference,1,0,1,0cm,522.09,108,37386.14333333333,AN,84.98333333333333,15.710992874659684,25.555555555555554,4.888888888888888,62.5
25,A,25,5,24,286,512,84,20.833333333333332,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,A,25,5,24,286,512,84,20.833333333333332,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,A,25,5,24,286,512,84,20.833333333333332,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,C,30,2,10,82,449,85,20,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,C,30,2,10,82,449,85,20,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,C,30,2,10,82,449,85,20,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,E,10,1,5,58,279,86,20,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,E,10,1,5,58,279,86,20,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,E,10,1,5,58,279,86,20,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,F,70,0,1,57,136,87,0,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,F,70,0,1,57,136,87,0,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,F,70,0,1,57,136,87,0,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,G,10,2,23,82,547,88,8.695652173913043,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,G,10,2,23,82,547,88,8.695652173913043,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,G,10,2,23,82,547,88,8.695652173913043,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,I,1,0,1,72,194,89,0,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,I,1,0,1,72,194,89,0,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,I,1,0,1,72,194,89,0,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,L,15,3,20,110,491,90,15,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,L,15,3,20,110,491,90,15,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,L,15,3,20,110,491,90,15,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,M,5,0,4,65,304,91,0,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,M,5,0,4,65,304,91,0,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,M,5,0,4,65,304,91,0,Drought,Reference,1,0,1,0cm,481.4373333333333,163,39507.73333333334,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,P,60,0,1,50,88,92,0,Drought,Reference,1,0,1,50cm,335.41266666666667,106,23622.760000000002,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
25,P,60,0,1,50,88,92,0,Drought,Reference,1,0,1,25cm,277.85133333333334,136.5,27648.665,DN,46.72666666666667,12.204761427107675,22.88888888888889,3,24.166666666666668
